,date,side,vwap,amt
82,2023-08-12 00:00:00+00:00,sell,1849.8359343215777,65049.9778254336
83,2023-08-12 00:00:00+00:00,buy,1849.7804887432155,68292.1084175292
84,2023-08-13 00:00:00+00:00,sell,1848.3764638892264,108488.9256552792
85,2023-08-13 00:00:00+00:00,buy,1847.4531453338718,128306.40623268523
86,2023-08-14 00:00:00+00:00,sell,1846.2626939093616,178118.5666911201
87,2023-08-14 00:00:00+00:00,buy,1846.2581923904238,171385.60424173815
88,2023-08-15 00:00:00+00:00,sell,1834.9697246598091,201880.70960845493
89,2023-08-15 00:00:00+00:00,buy,1835.0030407032666,176188.1253856987
90,2023-08-16 00:00:00+00:00,buy,1818.0725011494205,227963.2113324469
91,2023-08-16 00:00:00+00:00,sell,1817.9218272316716,258351.1105471675
92,2023-08-17 00:00:00+00:00,sell,1709.773310720017,926841.6868082845
93,2023-08-17 00:00:00+00:00,buy,1707.6383640845106,913776.078256853
94,2023-08-18 00:00:00+00:00,sell,1674.5012812579675,641474.3047014253
95,2023-08-18 00:00:00+00:00,buy,1675.2044132739834,637495.7486459651
96,2023-08-19 00:00:00+00:00,sell,1671.0122626550635,276200.88894213317
97,2023-08-19 00:00:00+00:00,buy,1672.1428182024006,281453.8384445584
98,2023-08-20 00:00:00+00:00,sell,1673.4933965239445,221118.13557162927
99,2023-08-20 00:00:00+00:00,buy,1673.6826356349536,208377.72237402468
100,2023-08-21 00:00:00+00:00,sell,1670.2165734928458,305967.9841068109
101,2023-08-21 00:00:00+00:00,buy,1670.2601539116959,291886.4180312518
102,2023-08-22 00:00:00+00:00,buy,1635.69885359932,438974.95006246737
103,2023-08-22 00:00:00+00:00,sell,1636.5878521428024,454259.78047085507
104,2023-08-23 00:00:00+00:00,sell,1661.134620341412,463061.32326090185
105,2023-08-23 00:00:00+00:00,buy,1661.2056303729782,441847.8560925796
106,2023-08-24 00:00:00+00:00,sell,1658.320795423708,300585.53829678753
107,2023-08-24 00:00:00+00:00,buy,1657.4647221455314,290230.6211067033
108,2023-08-25 00:00:00+00:00,buy,1652.4667522719135,322419.2946396336
109,2023-08-25 00:00:00+00:00,sell,1652.3465182439652,325765.0500792529
110,2023-08-26 00:00:00+00:00,sell,1649.71386330181,89569.06162471241
111,2023-08-26 00:00:00+00:00,buy,1649.7247518637653,83377.7902508732
112,2023-08-27 00:00:00+00:00,buy,1652.94407641462,104255.08188489878
113,2023-08-27 00:00:00+00:00,sell,1652.890358050146,99630.80947006015
114,2023-08-28 00:00:00+00:00,buy,1646.1798720911515,266600.84675507876
115,2023-08-28 00:00:00+00:00,sell,1646.1656931782322,273222.2495873668
116,2023-08-29 00:00:00+00:00,sell,1703.631589841247,570707.7866648331
117,2023-08-29 00:00:00+00:00,buy,1704.0606870963688,573904.768215564
118,2023-08-30 00:00:00+00:00,buy,1711.9731345974712,248672.43223414102
119,2023-08-30 00:00:00+00:00,sell,1712.1134305089618,260580.04190038046
120,2023-08-31 00:00:00+00:00,sell,1678.3785868115679,411213.7908995818
121,2023-08-31 00:00:00+00:00,buy,1677.638111286304,404648.9970385267
122,2023-09-01 00:00:00+00:00,buy,1631.3864948446828,364255.3634313729
123,2023-09-01 00:00:00+00:00,sell,1631.3735007766034,365983.6138939701
124,2023-09-02 00:00:00+00:00,sell,1634.434304314551,123174.30812904882
125,2023-09-02 00:00:00+00:00,buy,1634.4740981137052,114329.008042858
126,2023-09-03 00:00:00+00:00,sell,1635.518086364356,141520.60086477327
127,2023-09-03 00:00:00+00:00,buy,1635.6806327011088,138234.59146127728
128,2023-09-04 00:00:00+00:00,sell,1630.6246971910216,190228.46977743338
129,2023-09-04 00:00:00+00:00,buy,1630.7317533226774,176697.85308257252
130,2023-09-05 00:00:00+00:00,buy,1629.9132065653514,214382.09819498952
131,2023-09-05 00:00:00+00:00,sell,1629.424338615923,233151.9572192449
132,2023-09-06 00:00:00+00:00,sell,1632.4843377505208,270263.7576275277
133,2023-09-06 00:00:00+00:00,buy,1632.436951853212,267371.35767158004
134,2023-09-07 00:00:00+00:00,buy,1638.5235558025743,251879.8400872472
135,2023-09-07 00:00:00+00:00,sell,1638.3472252283655,264144.5132866114
136,2023-09-08 00:00:00+00:00,buy,1637.431419238173,245345.32208203018
137,2023-09-08 00:00:00+00:00,sell,1637.1017087266164,253712.19315554507
138,2023-09-09 00:00:00+00:00,sell,1634.1386987172764,63237.8974481887
139,2023-09-09 00:00:00+00:00,buy,1634.2263693723428,57963.63031889206
140,2023-09-10 00:00:00+00:00,buy,1618.2999820511843,208824.79769518104
141,2023-09-10 00:00:00+00:00,sell,1618.3659431147098,219622.67848877743
142,2023-09-11 00:00:00+00:00,sell,1573.4635673952816,490134.41883630696
143,2023-09-11 00:00:00+00:00,buy,1572.7645437553342,482703.42121002224
144,2023-09-12 00:00:00+00:00,buy,1592.3498642919722,431658.6295653377
145,2023-09-12 00:00:00+00:00,sell,1593.3050945594334,424195.9989833327
146,2023-09-13 00:00:00+00:00,buy,1599.4158960141385,289150.1693186307
147,2023-09-13 00:00:00+00:00,sell,1599.5600147255732,296188.0292058408
148,2023-09-14 00:00:00+00:00,sell,1627.0255024006665,323568.7842270386
149,2023-09-14 00:00:00+00:00,buy,1627.175303554749,328651.5785753395
150,2023-09-15 00:00:00+00:00,sell,1629.1737168250106,219279.8985575847
151,2023-09-15 00:00:00+00:00,buy,1629.6886769059313,212881.51025179925
152,2023-09-16 00:00:00+00:00,sell,1638.7908616086543,120669.25347364045
153,2023-09-16 00:00:00+00:00,buy,1638.8529456739916,106510.47045922103
154,2023-09-17 00:00:00+00:00,sell,1625.7559650447606,147099.22328994336
155,2023-09-17 00:00:00+00:00,buy,1625.412194772653,123578.39233093617
156,2023-09-18 00:00:00+00:00,sell,1642.6142219077155,343782.61854809977
157,2023-09-18 00:00:00+00:00,buy,1642.7203233250254,356010.0243611098
158,2023-09-19 00:00:00+00:00,buy,1644.3459042404597,237328.8669201078
159,2023-09-19 00:00:00+00:00,sell,1644.3197733112454,248805.56289828953
160,2023-09-20 00:00:00+00:00,sell,1628.7085464930005,311609.08876928245
161,2023-09-20 00:00:00+00:00,buy,1628.749689673715,301383.2975093109
162,2023-09-21 00:00:00+00:00,sell,1598.0223803968095,316012.6995508508
163,2023-09-21 00:00:00+00:00,buy,1597.032822313991,295425.5782239007
164,2023-09-22 00:00:00+00:00,buy,1593.3922748826126,166401.19190637686
165,2023-09-22 00:00:00+00:00,sell,1593.2642484085068,171868.50074229838
166,2023-09-23 00:00:00+00:00,buy,1593.067193693158,67457.16192421495
167,2023-09-23 00:00:00+00:00,sell,1592.9650429092562,73078.64597660958
168,2023-09-24 00:00:00+00:00,sell,1589.2887013009818,154846.96212287608
169,2023-09-24 00:00:00+00:00,buy,1589.0498455292397,153726.41236456294
170,2023-09-25 00:00:00+00:00,sell,1580.5212109914312,257579.69735082125
171,2023-09-25 00:00:00+00:00,buy,1580.7592024465896,260170.69974220244
172,2023-09-26 00:00:00+00:00,buy,1588.7367852962655,171022.97922869766
173,2023-09-26 00:00:00+00:00,sell,1588.828569842917,172960.84203981792
174,2023-09-27 00:00:00+00:00,buy,1606.8010966401384,350410.11769315705
175,2023-09-27 00:00:00+00:00,sell,1606.4378606604853,363093.01876999316
176,2023-09-28 00:00:00+00:00,buy,1636.751534282902,487693.1325085655
177,2023-09-28 00:00:00+00:00,sell,1636.7700244142698,473482.9178791493
178,2023-09-29 00:00:00+00:00,sell,1668.3573155386741,365408.77818140225
179,2023-09-29 00:00:00+00:00,buy,1668.5998324301052,354711.556713359
180,2023-09-30 00:00:00+00:00,sell,1677.45249376221,160117.2602094783
181,2023-09-30 00:00:00+00:00,buy,1677.006427265659,174050.4767196274
182,2023-10-01 00:00:00+00:00,sell,1702.7954765542231,292093.59375708865
183,2023-10-01 00:00:00+00:00,buy,1701.584930458247,277769.97106187535
184,2023-10-02 00:00:00+00:00,buy,1699.389525477761,551362.1746741402
185,2023-10-02 00:00:00+00:00,sell,1699.3621725202809,582488.0357811693
186,2023-10-03 00:00:00+00:00,sell,1656.9425040669855,306606.29570077325
187,2023-10-03 00:00:00+00:00,buy,1657.0165839469785,280001.3237610217
188,2023-10-04 00:00:00+00:00,buy,1642.0206325579236,333008.8385869651
189,2023-10-04 00:00:00+00:00,sell,1641.8259151655257,354816.4415579999
190,2023-10-05 00:00:00+00:00,sell,1629.3166591144598,374170.4659436078
191,2023-10-05 00:00:00+00:00,buy,1628.9742100813949,355531.0050829599
192,2023-10-06 00:00:00+00:00,buy,1634.7663765814696,333013.27931988944
193,2023-10-06 00:00:00+00:00,sell,1635.2087463985856,336418.07142316544
194,2023-10-07 00:00:00+00:00,buy,1639.173448394932,123830.25380032073
195,2023-10-07 00:00:00+00:00,sell,1638.7862872605733,129300.39386418198
196,2023-10-08 00:00:00+00:00,sell,1629.9219075956062,202278.71258742746
197,2023-10-08 00:00:00+00:00,buy,1629.915619938806,191986.49065808769
198,2023-10-09 00:00:00+00:00,buy,1588.5992479161835,479669.29901438276
199,2023-10-09 00:00:00+00:00,sell,1589.804938079316,520954.29778958845
200,2023-10-10 00:00:00+00:00,buy,1574.9664825992159,403794.9935682768
201,2023-10-10 00:00:00+00:00,sell,1575.0226600227459,424744.882797307
202,2023-10-11 00:00:00+00:00,sell,1562.5780877489308,388654.7995056135
203,2023-10-11 00:00:00+00:00,buy,1562.4388326729825,393094.4488458164
204,2023-10-12 00:00:00+00:00,buy,1544.3126010088638,363201.3214475592
205,2023-10-12 00:00:00+00:00,sell,1544.6409753713747,384260.4158995144
206,2023-10-13 00:00:00+00:00,buy,1548.83820365671,320387.07997072313
207,2023-10-13 00:00:00+00:00,sell,1548.9729622706707,329009.915014549
208,2023-10-14 00:00:00+00:00,buy,1552.5063475504828,121826.32273361934
209,2023-10-14 00:00:00+00:00,sell,1551.9315559317808,139899.32657684744
210,2023-10-15 00:00:00+00:00,sell,1557.1950496306404,165612.889244231
211,2023-10-15 00:00:00+00:00,buy,1557.3364480655898,156441.97922677128
212,2023-10-16 00:00:00+00:00,buy,1589.3661795305404,582766.3992612615
213,2023-10-16 00:00:00+00:00,sell,1589.6691953855598,579262.1953813331
214,2023-10-17 00:00:00+00:00,sell,1577.0524531442757,329116.3927825409
215,2023-10-17 00:00:00+00:00,buy,1576.8826839517203,300705.71899087465
216,2023-10-18 00:00:00+00:00,sell,1571.1972449372722,268478.5573555727
217,2023-10-18 00:00:00+00:00,buy,1571.3336792972564,277899.11599188135
218,2023-10-19 00:00:00+00:00,buy,1557.8841065990846,323215.8587991836
219,2023-10-19 00:00:00+00:00,sell,1557.5571478199593,336697.17041824287
220,2023-10-20 00:00:00+00:00,buy,1601.7798381873622,450131.9854608639
221,2023-10-20 00:00:00+00:00,sell,1601.4641486795613,430352.9513163888
222,2023-10-21 00:00:00+00:00,buy,1618.4705273397767,265980.32568195264
223,2023-10-21 00:00:00+00:00,sell,1618.2933741155323,260017.1800818798
224,2023-10-22 00:00:00+00:00,sell,1638.8047566204405,328797.388259284
225,2023-10-22 00:00:00+00:00,buy,1638.706910877985,323046.4702993988
226,2023-10-23 00:00:00+00:00,sell,1707.7656767384565,844278.4187739487
227,2023-10-23 00:00:00+00:00,buy,1707.2857504417163,838079.2708914097
228,2023-10-24 00:00:00+00:00,sell,1804.498918039072,970507.05037824
229,2023-10-24 00:00:00+00:00,buy,1804.1528565034914,962106.7947627585
230,2023-10-25 00:00:00+00:00,sell,1789.8099368235444,504176.57682015875
231,2023-10-25 00:00:00+00:00,buy,1790.2384663269845,502481.16630953975
232,2023-10-26 00:00:00+00:00,buy,1809.5132808831424,621211.5920486702
233,2023-10-26 00:00:00+00:00,sell,1810.2643553077503,639615.7168127622
234,2023-10-27 00:00:00+00:00,buy,1779.4557977755603,384998.1809397831
235,2023-10-27 00:00:00+00:00,sell,1779.213115213033,396712.9031544095
236,2023-10-28 00:00:00+00:00,sell,1785.8532214897602,198637.33522977878
237,2023-10-28 00:00:00+00:00,buy,1786.0529172604968,188532.79741796502
238,2023-10-29 00:00:00+00:00,buy,1790.646885553146,200149.22100469272
239,2023-10-29 00:00:00+00:00,sell,1790.5732455214788,212376.42180064734
240,2023-10-30 00:00:00+00:00,sell,1805.3000290529108,383338.88475860556
241,2023-10-30 00:00:00+00:00,buy,1805.991324709383,370867.5778931419
242,2023-10-31 00:00:00+00:00,buy,1801.0994067215609,350237.09862419975
243,2023-10-31 00:00:00+00:00,sell,1801.0251227644262,378675.6169297899
244,2023-11-01 00:00:00+00:00,sell,1818.6605484136373,618703.9866758842
245,2023-11-01 00:00:00+00:00,buy,1820.4459589934422,631529.2201493689
246,2023-11-02 00:00:00+00:00,sell,1828.482460919758,560624.6294239092
247,2023-11-02 00:00:00+00:00,buy,1829.2427077329032,536883.2237959339
248,2023-11-03 00:00:00+00:00,sell,1803.2897764547731,484345.57763923355
249,2023-11-03 00:00:00+00:00,buy,1804.0430851395204,456530.10119425773
250,2023-11-04 00:00:00+00:00,buy,1839.86673522311,262630.14816159016
251,2023-11-04 00:00:00+00:00,sell,1839.9050161789671,243842.19505159935
252,2023-11-05 00:00:00+00:00,sell,1883.4817540339084,518238.57124552666
253,2023-11-05 00:00:00+00:00,buy,1883.2634586262466,509986.51124016417
254,2023-11-06 00:00:00+00:00,buy,1893.7707951955115,477511.1855104907
255,2023-11-06 00:00:00+00:00,sell,1893.5067421277888,480133.90763170517
256,2023-11-07 00:00:00+00:00,sell,1882.0116617627043,508493.42734525853
257,2023-11-07 00:00:00+00:00,buy,1882.4134648759284,477691.76144127856
258,2023-11-08 00:00:00+00:00,sell,1888.8329648301738,330717.13867230713
259,2023-11-08 00:00:00+00:00,buy,1888.908860895561,326484.2174511936
260,2023-11-09 00:00:00+00:00,buy,1997.8377953541499,1345154.59150564
261,2023-11-09 00:00:00+00:00,sell,1997.5393682804056,1311816.2246871525
262,2023-11-10 00:00:00+00:00,buy,2099.617909850218,767446.7630797488
263,2023-11-10 00:00:00+00:00,sell,2099.1189322037126,752861.4868096975
264,2023-11-11 00:00:00+00:00,sell,2059.123710185224,478913.8972941368
265,2023-11-11 00:00:00+00:00,buy,2059.611625060536,472640.74099612085
266,2023-11-12 00:00:00+00:00,buy,2048.726772227381,379794.45010330435
267,2023-11-12 00:00:00+00:00,sell,2047.6065976551542,332823.0602958888
268,2023-11-13 00:00:00+00:00,buy,2067.947884470486,706071.9063105355
269,2023-11-13 00:00:00+00:00,sell,2067.595680295322,712626.1339180619
270,2023-11-14 00:00:00+00:00,buy,2018.7467403914272,641816.525981448
271,2023-11-14 00:00:00+00:00,sell,2019.487736059371,682948.9425795351
272,2023-11-15 00:00:00+00:00,sell,2011.6570988035523,650727.8397594019
273,2023-11-15 00:00:00+00:00,buy,2011.764521089587,655309.8209677399
274,2023-11-16 00:00:00+00:00,buy,2017.5693100842393,761541.3407338925
275,2023-11-16 00:00:00+00:00,sell,2017.723983879915,792408.1241153926
276,2023-11-17 00:00:00+00:00,sell,1952.515925556641,636105.9846099135
277,2023-11-17 00:00:00+00:00,buy,1952.8238106186575,603926.936301524
278,2023-11-18 00:00:00+00:00,sell,1947.5568312086832,412313.9761404421
279,2023-11-18 00:00:00+00:00,buy,1948.6623066259726,368912.7646811163
280,2023-11-19 00:00:00+00:00,buy,1970.6894020854731,369799.3535860543
281,2023-11-19 00:00:00+00:00,sell,1969.3898944338903,365864.3142699407
282,2023-11-20 00:00:00+00:00,sell,2026.7039777791622,723630.5206194312
283,2023-11-20 00:00:00+00:00,buy,2027.1583809776848,711829.2801189874
284,2023-11-21 00:00:00+00:00,sell,1987.76048012463,839072.5112675675
285,2023-11-21 00:00:00+00:00,buy,1988.1337008992805,780869.805957726
286,2023-11-22 00:00:00+00:00,sell,2028.5913932387448,772634.9885323077
287,2023-11-22 00:00:00+00:00,buy,2028.0498725076486,777265.7338719004
288,2023-11-23 00:00:00+00:00,sell,2061.4434893027474,453586.2406318277
289,2023-11-23 00:00:00+00:00,buy,2061.7108106496767,450945.02813771396
290,2023-11-24 00:00:00+00:00,sell,2095.9018770539014,691885.2698522055
291,2023-11-24 00:00:00+00:00,buy,2095.762317663654,684945.8481457102
292,2023-11-25 00:00:00+00:00,buy,2080.8882224167346,212061.98234605044
293,2023-11-25 00:00:00+00:00,sell,2080.715140056052,212805.7247535559
294,2023-11-26 00:00:00+00:00,sell,2069.7087850431,409082.5421941398
295,2023-11-26 00:00:00+00:00,buy,2069.8824491666664,391276.3681540995
296,2023-11-27 00:00:00+00:00,buy,2025.453405642025,560639.0387071412
297,2023-11-27 00:00:00+00:00,sell,2025.7628605904606,589181.4532786368
298,2023-11-28 00:00:00+00:00,sell,2038.827326539605,500923.31867086363
299,2023-11-28 00:00:00+00:00,buy,2039.0067704084906,508079.00411374425
300,2023-11-29 00:00:00+00:00,sell,2044.7388062001946,388809.7406464685
301,2023-11-29 00:00:00+00:00,buy,2044.5253949283651,389520.57788090437
302,2023-11-30 00:00:00+00:00,buy,2036.8482683869458,356866.8470404357
303,2023-11-30 00:00:00+00:00,sell,2036.9619157949826,364978.0848802754
304,2023-12-01 00:00:00+00:00,buy,2089.6282107380216,647971.9625664725
305,2023-12-01 00:00:00+00:00,sell,2089.640636507497,625965.9043110384
306,2023-12-02 00:00:00+00:00,sell,2132.1926887734526,448732.0886046693
307,2023-12-02 00:00:00+00:00,buy,2132.106470517257,475997.4735523537
308,2023-12-03 00:00:00+00:00,sell,2171.2265815220353,396429.5462857216
309,2023-12-03 00:00:00+00:00,buy,2172.2753918674516,398981.4157728506
310,2023-12-04 00:00:00+00:00,buy,2233.212940740281,814285.4847439992
311,2023-12-04 00:00:00+00:00,sell,2233.139600006526,819637.4658973233
312,2023-12-05 00:00:00+00:00,sell,2246.168645998642,819058.2325587102
313,2023-12-05 00:00:00+00:00,buy,2247.071467037441,819801.6705254473
314,2023-12-06 00:00:00+00:00,sell,2267.879471516711,679391.6812324483
315,2023-12-06 00:00:00+00:00,buy,2268.4476431728817,652052.3640904698
316,2023-12-07 00:00:00+00:00,sell,2302.366582561411,751825.5573685465
317,2023-12-07 00:00:00+00:00,buy,2302.946603584055,800400.2540162817
318,2023-12-08 00:00:00+00:00,buy,2361.351080826598,616103.6775732819
319,2023-12-08 00:00:00+00:00,sell,2361.2993825562444,616320.6242535873
320,2023-12-09 00:00:00+00:00,buy,2361.6802365181725,446924.94628894073
321,2023-12-09 00:00:00+00:00,sell,2360.823079497973,437197.7386357507
322,2023-12-10 00:00:00+00:00,sell,2348.995291087944,291872.19084825116
323,2023-12-10 00:00:00+00:00,buy,2349.6087226773175,290056.77280595066
324,2023-12-11 00:00:00+00:00,buy,2225.6594587558034,964947.4943279773
325,2023-12-11 00:00:00+00:00,sell,2227.00669054918,1005910.1866439932
326,2023-12-12 00:00:00+00:00,sell,2208.6428406985874,605266.8817223714
327,2023-12-12 00:00:00+00:00,buy,2208.948952159306,588771.684739507
328,2023-12-13 00:00:00+00:00,sell,2202.9153772988984,650469.4407357979
329,2023-12-13 00:00:00+00:00,buy,2203.929295265761,646529.4701203677
330,2023-12-14 00:00:00+00:00,buy,2282.226346938346,644004.1745027674
331,2023-12-14 00:00:00+00:00,sell,2281.890169003644,652797.975128362
332,2023-12-15 00:00:00+00:00,buy,2259.8717166120746,498440.92979349045
333,2023-12-15 00:00:00+00:00,sell,2260.0272912847513,527029.4653583636
334,2023-12-16 00:00:00+00:00,buy,2242.3584866009496,286990.017668013
335,2023-12-16 00:00:00+00:00,sell,2241.665320788173,283455.1868049423
336,2023-12-17 00:00:00+00:00,buy,2219.083994352574,317094.93915898167
337,2023-12-17 00:00:00+00:00,sell,2218.5512909550976,338891.4968687325
338,2023-12-18 00:00:00+00:00,sell,2167.485657901241,525091.2032571516
339,2023-12-18 00:00:00+00:00,buy,2168.1854945887117,525234.3061218703
340,2023-12-19 00:00:00+00:00,buy,2206.295682333894,566817.3694123189
341,2023-12-19 00:00:00+00:00,sell,2205.11199383863,564608.7236052436
342,2023-12-20 00:00:00+00:00,buy,2213.646061696009,673574.8578878248
343,2023-12-20 00:00:00+00:00,sell,2213.6165628172284,651536.6522656523
344,2023-12-21 00:00:00+00:00,buy,2229.859975557113,688161.3467024103
345,2023-12-21 00:00:00+00:00,sell,2229.392826776282,666898.0605735885
346,2023-12-22 00:00:00+00:00,buy,2296.5336407416125,897574.9404125859
347,2023-12-22 00:00:00+00:00,sell,2296.704982386294,863838.8598318072
348,2023-12-23 00:00:00+00:00,buy,2293.123687866163,345015.6939486281
349,2023-12-23 00:00:00+00:00,sell,2292.97637892981,356089.0884210941
350,2023-12-24 00:00:00+00:00,buy,2290.5855848963897,389657.0712556718
351,2023-12-24 00:00:00+00:00,sell,2290.2528858746873,400338.3275786141
352,2023-12-25 00:00:00+00:00,sell,2277.945982555881,360951.92455013684
353,2023-12-25 00:00:00+00:00,buy,2278.0761355545546,354728.85669707553
354,2023-12-26 00:00:00+00:00,buy,2230.733207087519,564248.184629459
355,2023-12-26 00:00:00+00:00,sell,2231.13573060471,564572.1296522683
356,2023-12-27 00:00:00+00:00,buy,2312.9469949175586,789218.8248672548
357,2023-12-27 00:00:00+00:00,sell,2312.542386661499,772473.9178775017
358,2023-12-28 00:00:00+00:00,buy,2385.4263620878046,881998.0901267277
359,2023-12-28 00:00:00+00:00,sell,2384.8659894605435,897487.9624649484
